Method,Test Size,MAE
IDW,0.1,0.6284596057280821
Kriging,0.1,0.6359767343583782
Ensemble,0.1,0.6430938501084251
U-Net,0.1,0.7704147376399748
Splatformer,0.1,0.4389106333255768
U-Net,0.1,0.7704147376399748
IDW,0.1,0.6358147524351049
Kriging,0.1,0.4270729136515304
Ensemble,0.1,0.6258008252332313
U-Net,0.1,0.273868047814988
Splatformer,0.1,0.37171658873558044
U-Net,0.1,0.273868047814988
IDW,0.1,0.708791952803727
Kriging,0.1,0.5036663096449855
Ensemble,0.1,0.4617785000569925
U-Net,0.1,0.2529254804428004
Splatformer,0.1,0.39106112718582153
U-Net,0.1,0.2529254804428004
IDW,0.1,0.4904187681581225
Kriging,0.1,0.4576833124152657
Ensemble,0.1,0.49487296985232215
U-Net,0.1,2.278874202164278
Splatformer,0.1,0.7560099959373474
U-Net,0.1,2.278874202164278
IDW,0.1,0.5386538021463014
Kriging,0.1,0.35674456702959984
Ensemble,0.1,0.33455859322348847
U-Net,0.1,2.3021921823075626
Splatformer,0.1,0.2779216468334198
U-Net,0.1,2.3021921823075626
IDW,0.2,0.5819121421899714
Kriging,0.2,0.4311173351815366
Ensemble,0.2,0.7393660541415114
U-Net,0.2,0.5361414231667841
Splatformer,0.2,0.30597034096717834
U-Net,0.2,0.5361414231667841
IDW,0.2,0.6920504345537819
Kriging,0.2,0.5458334935013728
Ensemble,0.2,0.5865810232907683
U-Net,0.2,0.7572155386425692
Splatformer,0.2,0.36181434988975525
U-Net,0.2,0.7572155386425692
IDW,0.2,0.5658424315535658
Kriging,0.2,0.4867667992694592
Ensemble,0.2,0.5183822629141391
U-Net,0.2,0.6141342623643632
Splatformer,0.2,0.4985805153846741
U-Net,0.2,0.6141342623643632
IDW,0.2,0.5737953071180263
Kriging,0.2,0.4398480257877726
Ensemble,0.2,0.5047468888778888
U-Net,0.2,0.3273452952266316
Splatformer,0.2,0.38435497879981995
U-Net,0.2,0.3273452952266316
IDW,0.2,0.8753235119951881
Kriging,0.2,0.760905618178581
Ensemble,0.2,0.9045089957268518
U-Net,0.2,2.5325681536681257
Splatformer,0.2,0.3939809501171112
U-Net,0.2,2.5325681536681257
IDW,0.3,0.6152837034899621
Kriging,0.3,0.6273066148654959
Ensemble,0.3,0.5726119684373108
U-Net,0.3,4.181992170436709
Splatformer,0.3,0.5927469730377197
U-Net,0.3,4.181992170436709
IDW,0.3,0.45206652165907435
Kriging,0.3,0.4673827673423792
Ensemble,0.3,0.5448019955008394
U-Net,0.3,1.0308200419356095
Splatformer,0.3,0.41599395871162415
U-Net,0.3,1.0308200419356095
IDW,0.3,0.5501837697500976
Kriging,0.3,0.5966749302860237
Ensemble,0.3,0.5768374387167085
U-Net,0.3,1.1673152536986509
Splatformer,0.3,0.4101758897304535
U-Net,0.3,1.1673152536986509
IDW,0.3,0.5691158172455145
Kriging,0.3,0.5928932988296116
Ensemble,0.3,0.6947429541263163
U-Net,0.3,0.707915051977021
Splatformer,0.3,0.4548998475074768
U-Net,0.3,0.707915051977021
IDW,0.3,0.5129224478688608
Kriging,0.3,0.545958475600898
Ensemble,0.3,0.5046669699772065
U-Net,0.3,0.40649088240573933
Splatformer,0.3,0.3063834309577942
U-Net,0.3,0.40649088240573933
IDW,0.4,0.6095360013348514
Kriging,0.4,0.5535157695595915
Ensemble,0.4,0.7068727973946883
U-Net,0.4,1.0835441478336252
Splatformer,0.4,0.4123923182487488
U-Net,0.4,1.0835441478336252
IDW,0.4,0.5847347375512054
Kriging,0.4,0.8667500163364655
Ensemble,0.4,0.5936820591255627
U-Net,0.4,0.4385750907200665
Splatformer,0.4,0.4901193082332611
U-Net,0.4,0.4385750907200665
IDW,0.4,0.5183493405475953
Kriging,0.4,0.5133240955402101
Ensemble,0.4,0.7030796233031859
U-Net,0.4,0.6018159026164585
Splatformer,0.4,0.4902547597885132
U-Net,0.4,0.6018159026164585
IDW,0.4,0.663311819851532
Kriging,0.4,0.5798237334018084
Ensemble,0.4,0.5972777292478234
U-Net,0.4,1.9742913808239013
Splatformer,0.4,0.4137408137321472
U-Net,0.4,1.9742913808239013
IDW,0.4,0.6110923892444637
Kriging,0.4,0.634640444870525
Ensemble,0.4,0.5441088108433109
U-Net,0.4,0.9565324310047825
Splatformer,0.4,0.6750538945198059
U-Net,0.4,0.9565324310047825
IDW,0.5,0.5626997424180541
Kriging,0.5,0.5405258538738951
Ensemble,0.5,0.6559972129213291
U-Net,0.5,0.5562736375272467
Splatformer,0.5,0.5743376612663269
U-Net,0.5,0.5562736375272467
IDW,0.5,0.6506226046627236
Kriging,0.5,0.9052565895324874
Ensemble,0.5,0.6750317192036981
U-Net,0.5,0.5175570333355171
Splatformer,0.5,0.48599109053611755
U-Net,0.5,0.5175570333355171
IDW,0.5,0.7831719805983378
Kriging,0.5,0.7576711238209233
Ensemble,0.5,0.6539258557917887
U-Net,0.5,2.1848504758882856
Splatformer,0.5,0.4110235571861267
U-Net,0.5,2.1848504758882856
IDW,0.5,0.6326542559875384
Kriging,0.5,0.6644877257699962
Ensemble,0.5,0.6981066216354894
U-Net,0.5,0.43130507340137414
Splatformer,0.5,0.5678800344467163
U-Net,0.5,0.43130507340137414
IDW,0.5,0.5724061763270636
Kriging,0.5,0.59233468553986
Ensemble,0.5,0.6811952313006161
U-Net,0.5,0.6461674300349897
Splatformer,0.5,0.4307934045791626
U-Net,0.5,0.6461674300349897
