Method,Test Size,MAE
IDW,0.1,117.14126336610256
Kriging,0.1,94.28053020123201
U-Net,0.1,0.5886914636938787
Ensemble,0.1,81.88575157913778
U-Net,0.1,0.5886914636938787
Splatformer,0.1,1.350508689880371
IDW,0.2,117.65401318538382
Kriging,0.2,94.7932842389944
U-Net,0.2,0.5293883825158937
Ensemble,0.2,82.11528921678273
U-Net,0.2,0.5293883825158937
Splatformer,0.2,0.8287190198898315
IDW,0.3,117.58769672719531
Kriging,0.3,94.7269680838964
U-Net,0.3,0.9384710668166958
Ensemble,0.3,82.02052532847902
U-Net,0.3,0.9384710668166958
Splatformer,0.3,2.174962282180786
IDW,0.4,117.86699167028952
Kriging,0.4,95.00626500298806
U-Net,0.4,0.5452639231017689
Ensemble,0.4,82.15732614814017
U-Net,0.4,0.5452639231017689
Splatformer,0.4,0.9681722521781921
IDW,0.5,118.0915884332222
Kriging,0.5,95.25970335702304
U-Net,0.5,0.5276035504670905
Ensemble,0.5,82.25611520618045
U-Net,0.5,0.5276035504670905
Splatformer,0.5,1.4710849523544312
