Method,Test Size,MAE
IDW,0.1,0.2885651432355788
Kriging,0.1,0.4486222014961985
Ensemble,0.1,0.23084280138054866
U-Net,0.1,1.0572095136922655
Splatformer,0.1,0.5388370156288147
U-Net,0.1,1.0572095136922655
IDW,0.2,0.30234497127893434
Kriging,0.2,0.5249390822633935
Ensemble,0.2,0.30706011038391673
U-Net,0.2,0.6215783166492637
Splatformer,0.2,1.071550965309143
U-Net,0.2,0.6215783166492637
IDW,0.3,0.29051697263822673
Kriging,0.3,0.481663562588556
Ensemble,0.3,0.27979990856485176
U-Net,0.3,0.4157440746615314
Splatformer,0.3,1.0058530569076538
U-Net,0.3,0.4157440746615314
IDW,0.4,0.33386276008778276
Kriging,0.4,0.5026502327084096
Ensemble,0.4,0.31578262397913076
U-Net,0.4,0.6391138530113516
Splatformer,0.4,1.427069902420044
U-Net,0.4,0.6391138530113516
IDW,0.5,0.3268078592491267
Kriging,0.5,0.46473240474424277
Ensemble,0.5,0.33743645842388154
U-Net,0.5,0.40140095044801033
Splatformer,0.5,1.6232125759124756
U-Net,0.5,0.40140095044801033
