Method,Test Size,MAE
IDW,0.1,0.2885651432355788
Kriging,0.1,0.4486222014961985
Ensemble,0.1,0.23084280138054866
U-Net,0.1,1.0561187842954851
Splatformer,0.1,0.39441314339637756
U-Net,0.1,1.0561187842954851
IDW,0.1,0.2209037456433213
Kriging,0.1,0.48730358617747327
Ensemble,0.1,0.22758545463974486
U-Net,0.1,0.6363319279616539
Splatformer,0.1,0.44451963901519775
U-Net,0.1,0.6363319279616539
IDW,0.1,0.3477765456775336
Kriging,0.1,0.5942687570884442
Ensemble,0.1,0.3676025588047343
U-Net,0.1,0.628300341218631
Splatformer,0.1,0.45503103733062744
U-Net,0.1,0.628300341218631
IDW,0.1,0.24332866236631565
Kriging,0.1,0.491310285667934
Ensemble,0.1,0.23042821284653245
U-Net,0.1,0.4911736618368999
Splatformer,0.1,0.7076278924942017
U-Net,0.1,0.4911736618368999
IDW,0.1,0.19518244976964977
Kriging,0.1,0.36513550133851774
Ensemble,0.1,0.19073331313556144
U-Net,0.1,0.47696275426157675
Splatformer,0.1,0.41530126333236694
U-Net,0.1,0.47696275426157675
IDW,0.2,0.25545676061012523
Kriging,0.2,0.45593355814261494
Ensemble,0.2,0.24446630882609616
U-Net,0.2,0.6632084434079524
Splatformer,0.2,0.4238795042037964
U-Net,0.2,0.6632084434079524
IDW,0.2,0.3335199628135032
Kriging,0.2,0.5173058207300789
Ensemble,0.2,0.30092417464200255
U-Net,0.2,0.40263612564910334
Splatformer,0.2,0.3717444837093353
U-Net,0.2,0.40263612564910334
IDW,0.2,0.24063143446989657
Kriging,0.2,0.49837288657717194
Ensemble,0.2,0.3075286437681804
U-Net,0.2,0.6159307968155386
Splatformer,0.2,0.4019700288772583
U-Net,0.2,0.6159307968155386
IDW,0.2,0.35928913685409725
Kriging,0.2,0.4812175396794349
Ensemble,0.2,0.27936293369605575
U-Net,0.2,1.9238621066619959
Splatformer,0.2,0.4372222423553467
U-Net,0.2,1.9238621066619959
IDW,0.2,0.26710311163816397
Kriging,0.2,0.4657732152963888
Ensemble,0.2,0.28837353466685167
U-Net,0.2,0.5532394218958805
Splatformer,0.2,0.34576383233070374
U-Net,0.2,0.5532394218958805
IDW,0.3,0.2899820404338928
Kriging,0.3,0.44346535710331403
Ensemble,0.3,0.2693833907425718
U-Net,0.3,0.6218806806580925
Splatformer,0.3,0.4533752202987671
U-Net,0.3,0.6218806806580925
IDW,0.3,0.3063755862763078
Kriging,0.3,0.46714693735612983
Ensemble,0.3,0.2722644282388061
U-Net,0.3,0.6127083431490064
Splatformer,0.3,0.5025398135185242
U-Net,0.3,0.6127083431490064
IDW,0.3,0.2855952276147353
Kriging,0.3,0.5131536423314602
Ensemble,0.3,0.29739766922584976
U-Net,0.3,0.9281413037647601
Splatformer,0.3,0.48176872730255127
U-Net,0.3,0.9281413037647601
IDW,0.3,0.30593562015662934
Kriging,0.3,0.47551000484609846
Ensemble,0.3,0.26494188248219336
U-Net,0.3,0.6869104739461994
Splatformer,0.3,0.434841126203537
U-Net,0.3,0.6869104739461994
IDW,0.3,0.35096054533148374
Kriging,0.3,0.46120996971073336
Ensemble,0.3,0.305174388533723
U-Net,0.3,0.5091290613381669
Splatformer,0.3,0.3985142409801483
U-Net,0.3,0.5091290613381669
IDW,0.4,0.34483562607495327
Kriging,0.4,0.48094608093264446
Ensemble,0.4,0.3593241131205873
U-Net,0.4,0.4282039510154639
Splatformer,0.4,0.42954081296920776
U-Net,0.4,0.4282039510154639
IDW,0.4,0.312637265768328
Kriging,0.4,0.49943154618533997
Ensemble,0.4,0.3282788294441253
U-Net,0.4,0.6763139188272707
Splatformer,0.4,0.355541855096817
U-Net,0.4,0.6763139188272707
IDW,0.4,0.3535111609915532
Kriging,0.4,0.5538720631730569
Ensemble,0.4,0.36502579575634736
U-Net,0.4,0.5369825973548016
Splatformer,0.4,0.2679813504219055
U-Net,0.4,0.5369825973548016
IDW,0.4,0.3228491985564334
Kriging,0.4,0.4924146097448567
Ensemble,0.4,0.3270902338273757
U-Net,0.4,0.4041805072093631
Splatformer,0.4,0.42468494176864624
U-Net,0.4,0.4041805072093631
IDW,0.4,0.34736191501977026
Kriging,0.4,0.44327638125524255
Ensemble,0.4,0.33939776651266795
U-Net,0.4,0.522090082797952
Splatformer,0.4,0.4787721037864685
U-Net,0.4,0.522090082797952
IDW,0.5,0.36591787072169396
Kriging,0.5,0.48942042790887436
Ensemble,0.5,0.35678434702239153
U-Net,0.5,0.5675913109897557
Splatformer,0.5,0.3204305171966553
U-Net,0.5,0.5675913109897557
IDW,0.5,0.31166497075454636
Kriging,0.5,0.48735283130362855
Ensemble,0.5,0.3356861352474288
U-Net,0.5,0.44368921193729993
Splatformer,0.5,0.6221097707748413
U-Net,0.5,0.44368921193729993
IDW,0.5,0.3605534057800804
Kriging,0.5,0.5090479409301153
Ensemble,0.5,0.37361429189377543
U-Net,0.5,0.45395379680359893
Splatformer,0.5,0.3889782726764679
U-Net,0.5,0.45395379680359893
IDW,0.5,0.3607957110722023
Kriging,0.5,0.49170157685179955
Ensemble,0.5,0.3540939953146286
U-Net,0.5,0.4546117849439429
Splatformer,0.5,0.5367215275764465
U-Net,0.5,0.4546117849439429
IDW,0.5,0.3281731283645842
Kriging,0.5,0.5220029251690538
Ensemble,0.5,0.3483148741649118
U-Net,0.5,0.517185282894612
Splatformer,0.5,0.3337674140930176
U-Net,0.5,0.517185282894612
