Method,Test Size,MAE
IDW,0.1,1.215268983835112
Kriging,0.1,0.7613369549710839
Ensemble,0.1,0.8094938559521868
U-Net,0.1,2.491609020846319
[OURS] Splatformer,0.1,0.31215745210647583
U-Net,0.1,2.491609020846319
IDW,0.1,0.6611745667304461
Kriging,0.1,0.5508344267257317
Ensemble,0.1,0.46725184344136883
U-Net,0.1,1.325458296788672
[OURS] Splatformer,0.1,0.3811109662055969
U-Net,0.1,1.325458296788672
IDW,0.1,1.0246264450333957
Kriging,0.1,0.9019959638377492
Ensemble,0.1,0.8800987533846393
U-Net,0.1,1.006916984928352
[OURS] Splatformer,0.1,0.29234182834625244
U-Net,0.1,1.006916984928352
IDW,0.1,0.4904187681581225
Kriging,0.1,0.4576833124152657
Ensemble,0.1,0.49487296985232215
U-Net,0.1,2.2550346862128587
[OURS] Splatformer,0.1,0.34636256098747253
U-Net,0.1,2.2550346862128587
IDW,0.1,0.3584925322453319
Kriging,0.1,0.3975266014465397
Ensemble,0.1,0.8342380554068631
U-Net,0.1,0.4283827755466607
[OURS] Splatformer,0.1,0.34688305854797363
U-Net,0.1,0.4283827755466607
IDW,0.1,0.6727113715960444
Kriging,0.1,0.4984720129694809
Ensemble,0.1,0.40722963046894173
U-Net,0.1,0.7035780629486293
[OURS] Splatformer,0.1,0.4928925037384033
U-Net,0.1,0.7035780629486293
IDW,0.1,0.46674390984332803
Kriging,0.1,0.3021506354793037
Ensemble,0.1,0.7000650324893256
U-Net,0.1,0.3326864974476692
[OURS] Splatformer,0.1,0.40986064076423645
U-Net,0.1,0.3326864974476692
IDW,0.1,0.33836089064939073
Kriging,0.1,0.23960380186784433
Ensemble,0.1,0.3885833003788001
U-Net,0.1,0.6675266638420676
[OURS] Splatformer,0.1,0.3834621012210846
U-Net,0.1,0.6675266638420676
IDW,0.1,0.363553621719052
Kriging,0.1,0.39513458995106127
Ensemble,0.1,0.43226562306278454
U-Net,0.1,2.7057317572063715
[OURS] Splatformer,0.1,0.29668989777565
U-Net,0.1,2.7057317572063715
IDW,0.1,0.5031622033566115
Kriging,0.1,0.5668113689704553
Ensemble,0.1,0.6190692112720223
U-Net,0.1,0.7466485037153094
[OURS] Splatformer,0.1,0.2587105631828308
U-Net,0.1,0.7466485037153094
IDW,0.1,0.5349670138934309
Kriging,0.1,0.6179934996893596
Ensemble,0.1,0.40236817325934504
U-Net,0.1,0.40668026796293166
[OURS] Splatformer,0.1,0.6157186031341553
U-Net,0.1,0.40668026796293166
IDW,0.1,0.5569042760836579
Kriging,0.1,0.4129825623123664
Ensemble,0.1,0.33957352101992355
U-Net,0.1,0.4422244151472289
[OURS] Splatformer,0.1,0.2637988030910492
U-Net,0.1,0.4422244151472289
IDW,0.1,0.8410454931930857
Kriging,0.1,0.6585619985502796
Ensemble,0.1,0.5423880778086007
U-Net,0.1,0.6261269329303587
[OURS] Splatformer,0.1,0.3477174639701843
U-Net,0.1,0.6261269329303587
IDW,0.1,0.7792661851697029
Kriging,0.1,0.6310559571519875
Ensemble,0.1,0.9364914294848493
U-Net,0.1,1.4509004768321772
[OURS] Splatformer,0.1,0.21850354969501495
U-Net,0.1,1.4509004768321772
IDW,0.1,0.9337302833095407
Kriging,0.1,1.155443566733144
Ensemble,0.1,1.1851277119854573
U-Net,0.1,0.39913165293300007
[OURS] Splatformer,0.1,0.5697716474533081
U-Net,0.1,0.39913165293300007
IDW,0.1,0.3464722084545584
Kriging,0.1,0.5241253928676902
Ensemble,0.1,0.44119331117689087
U-Net,0.1,0.5272577706119296
[OURS] Splatformer,0.1,0.4625472128391266
U-Net,0.1,0.5272577706119296
IDW,0.1,0.26089724342565784
Kriging,0.1,0.25514711756772074
Ensemble,0.1,0.7629875129999955
U-Net,0.1,0.49697856816827607
[OURS] Splatformer,0.1,0.44461581110954285
U-Net,0.1,0.49697856816827607
IDW,0.1,0.5603711696873362
Kriging,0.1,0.5870299723825606
Ensemble,0.1,0.5201671708996658
U-Net,0.1,0.4321250983775035
[OURS] Splatformer,0.1,0.6113624572753906
U-Net,0.1,0.4321250983775035
IDW,0.1,0.5905104368967455
Kriging,0.1,0.5580725205994657
Ensemble,0.1,0.5535932810913387
U-Net,0.1,0.39131498100779016
[OURS] Splatformer,0.1,0.3158830404281616
U-Net,0.1,0.39131498100779016
IDW,0.1,0.647585661227574
Kriging,0.1,0.5508419040263864
Ensemble,0.1,0.5396898209565536
U-Net,0.1,0.312669927470526
[OURS] Splatformer,0.1,0.20102205872535706
U-Net,0.1,0.312669927470526
IDW,0.2,0.5361307395357034
Kriging,0.2,0.45308470997816835
Ensemble,0.2,0.7312744584970421
U-Net,0.2,0.3802948815099637
[OURS] Splatformer,0.2,0.15782131254673004
U-Net,0.2,0.3802948815099637
IDW,0.2,0.4651684144420711
Kriging,0.2,0.4752216977084688
Ensemble,0.2,0.40168833756546474
U-Net,0.2,0.6793692755964776
[OURS] Splatformer,0.2,0.3502175211906433
U-Net,0.2,0.6793692755964776
IDW,0.2,0.6481141620321744
Kriging,0.2,0.7142258422157548
Ensemble,0.2,0.6306436229648748
U-Net,0.2,1.2233300232528355
[OURS] Splatformer,0.2,0.3726250231266022
U-Net,0.2,1.2233300232528355
IDW,0.2,0.5524726640183134
Kriging,0.2,0.4142262244725011
Ensemble,0.2,0.8110819499578624
U-Net,0.2,0.5347056775701722
[OURS] Splatformer,0.2,0.24532286822795868
U-Net,0.2,0.5347056775701722
IDW,0.2,0.6620078041611874
Kriging,0.2,0.6113531987235231
Ensemble,0.2,0.6699997942583592
U-Net,0.2,2.2226828284355524
[OURS] Splatformer,0.2,0.4239448308944702
U-Net,0.2,2.2226828284355524
IDW,0.2,0.3617580588933255
Kriging,0.2,0.4855674777205121
Ensemble,0.2,0.44385353005891504
U-Net,0.2,0.23808982139689758
[OURS] Splatformer,0.2,0.37151697278022766
U-Net,0.2,0.23808982139689758
IDW,0.2,0.7485874826374788
Kriging,0.2,0.713578219889999
Ensemble,0.2,0.8166676981155356
U-Net,0.2,1.8634340367882207
[OURS] Splatformer,0.2,0.18815474212169647
U-Net,0.2,1.8634340367882207
IDW,0.2,0.5232074720741211
Kriging,0.2,0.4375786070883351
Ensemble,0.2,0.41836558154712916
U-Net,0.2,0.4288120262931907
