Method,Test Size,MAE
IDW,0.1,103.30673356364542
Kriging,0.1,108.30468965807681
U-Net,0.1,0.37715596163298915
Ensemble,0.1,76.3232387367197
U-Net,0.1,0.37715596163298915
Splatformer,0.1,1.3632211685180664
IDW,0.2,103.23600181860708
Kriging,0.2,108.2268623851249
U-Net,0.2,0.5896989991076816
Ensemble,0.2,76.23457899293221
U-Net,0.2,0.5896989991076816
Splatformer,0.2,0.8148083090782166
IDW,0.3,102.54880103460336
Kriging,0.3,107.35446407136148
U-Net,0.3,0.5161925671842407
Ensemble,0.3,75.66280511072794
U-Net,0.3,0.5161925671842407
Splatformer,0.3,1.838313102722168
IDW,0.4,103.08443204211423
Kriging,0.4,108.03526828455394
U-Net,0.4,0.33876936325380114
Ensemble,0.4,76.14713602021844
U-Net,0.4,0.33876936325380114
Splatformer,0.4,0.8458918333053589
IDW,0.5,102.36844226986646
Kriging,0.5,107.81983925032377
U-Net,0.5,0.6683693402209308
Ensemble,0.5,74.59776776875057
U-Net,0.5,0.6683693402209308
Splatformer,0.5,1.4313178062438965
