Method,Test Size,MAE
IDW,0.1,117.9794121091585
Kriging,0.1,95.11868583988206
U-Net,0.1,1.0216127706800917
Ensemble,0.1,82.26095733298047
U-Net,0.1,1.0216127706800917
Splatformer,0.1,1.1648482084274292
IDW,0.2,118.3832809386601
Kriging,0.2,95.61943240274856
U-Net,0.2,0.28266060849053126
Ensemble,0.2,82.6529281014792
U-Net,0.2,0.28266060849053126
Splatformer,0.2,1.5677872896194458
IDW,0.3,117.48598101091835
Kriging,0.3,94.62525610699632
U-Net,0.3,0.7764495079931788
Ensemble,0.3,81.88931518606284
U-Net,0.3,0.7764495079931788
Splatformer,0.3,1.727731466293335
IDW,0.4,117.95655249247194
Kriging,0.4,95.1302691025233
U-Net,0.4,0.6346018171149783
Ensemble,0.4,82.32482412056939
U-Net,0.4,0.6346018171149783
Splatformer,0.4,1.8011338710784912
IDW,0.5,118.05197181614965
Kriging,0.5,95.20150414977631
U-Net,0.5,0.6813536577091461
Ensemble,0.5,82.27457525908846
U-Net,0.5,0.6813536577091461
Splatformer,0.5,0.9249388575553894
