Method,Test Size,MAE
IDW,0.1,0.24254908058972852
Kriging,0.1,0.40878235835577786
Ensemble,0.1,0.2892595892001784
U-Net,0.1,0.5262794555425853
Splatformer,0.1,0.2613180875778198
U-Net,0.1,0.5262794555425853
IDW,0.1,0.21144869691744186
Kriging,0.1,0.3788807540288908
Ensemble,0.1,0.1717034500700991
U-Net,0.1,0.8431652815834205
Splatformer,0.1,0.1374680995941162
U-Net,0.1,0.8431652815834205
IDW,0.1,0.27511076377950733
Kriging,0.1,0.4020813628989308
Ensemble,0.1,0.24914914331563004
U-Net,0.1,0.7411199620363929
Splatformer,0.1,0.19468000531196594
U-Net,0.1,0.7411199620363929
IDW,0.1,0.16232052362487223
Kriging,0.1,0.43304661560669516
Ensemble,0.1,0.219836599237464
U-Net,0.1,0.34510664537316244
Splatformer,0.1,0.2603757381439209
U-Net,0.1,0.34510664537316244
IDW,0.1,0.3157910304855844
Kriging,0.1,0.4535003449541254
Ensemble,0.1,0.18457318068348244
U-Net,0.1,0.629122175922576
Splatformer,0.1,0.18914981186389923
U-Net,0.1,0.629122175922576
IDW,0.1,0.3128333856914373
Kriging,0.1,0.3563208391024323
Ensemble,0.1,0.18043192976790567
U-Net,0.1,0.5349505006064954
Splatformer,0.1,0.3889351785182953
U-Net,0.1,0.5349505006064954
IDW,0.2,0.26710311163816397
Kriging,0.2,0.4657732152963888
Ensemble,0.2,0.28837353466685167
U-Net,0.2,0.4863220142452385
Splatformer,0.2,0.41642770171165466
U-Net,0.2,0.4863220142452385
IDW,0.2,0.30234497127893434
Kriging,0.2,0.5249390822633935
Ensemble,0.2,0.30706011038391673
U-Net,0.2,0.5589808992207554
Splatformer,0.2,0.3731257915496826
U-Net,0.2,0.5589808992207554
IDW,0.2,0.24815948842716662
Kriging,0.2,0.5164984457675315
Ensemble,0.2,0.2685257180887455
U-Net,0.2,0.5131869841591803
Splatformer,0.2,0.21683363616466522
U-Net,0.2,0.5131869841591803
IDW,0.2,0.22194804975773627
Kriging,0.2,0.41782583374183463
Ensemble,0.2,0.26249775406262676
U-Net,0.2,0.41776029471004816
Splatformer,0.2,0.1489766538143158
U-Net,0.2,0.41776029471004816
IDW,0.2,0.24741519677493415
Kriging,0.2,0.4039321721336085
Ensemble,0.2,0.30118114278998287
U-Net,0.2,0.6306168741351799
Splatformer,0.2,0.1675645262002945
U-Net,0.2,0.6306168741351799
IDW,0.2,0.32983883864494457
Kriging,0.2,0.425182803846504
Ensemble,0.2,0.28952507815572637
U-Net,0.2,1.2090616086971593
Splatformer,0.2,0.27362337708473206
U-Net,0.2,1.2090616086971593
IDW,0.3,0.28291790478812656
Kriging,0.3,0.45948341446933877
Ensemble,0.3,0.25622291782759943
U-Net,0.3,0.6230319238549981
Splatformer,0.3,0.2074917107820511
U-Net,0.3,0.6230319238549981
IDW,0.3,0.30350657774785805
Kriging,0.3,0.53319808978341
Ensemble,0.3,0.2877466219197692
U-Net,0.3,0.510377298660468
Splatformer,0.3,0.2995983362197876
U-Net,0.3,0.510377298660468
IDW,0.3,0.29051697263822673
Kriging,0.3,0.481663562588556
Ensemble,0.3,0.27979990856485176
U-Net,0.3,0.4264253165354059
Splatformer,0.3,0.21255238354206085
U-Net,0.3,0.4264253165354059
IDW,0.3,0.3016218904094313
Kriging,0.3,0.48467065670037107
Ensemble,0.3,0.3240374812731382
U-Net,0.3,0.6167120464679747
Splatformer,0.3,0.2653296887874603
U-Net,0.3,0.6167120464679747
IDW,0.3,0.28356065412301357
Kriging,0.3,0.4521198129489888
Ensemble,0.3,0.2506384190667612
U-Net,0.3,0.48954835561137894
Splatformer,0.3,0.18134231865406036
U-Net,0.3,0.48954835561137894
IDW,0.3,0.2651548183583677
Kriging,0.3,0.46049612857222005
Ensemble,0.3,0.26508889617939596
U-Net,0.3,0.4505254161213364
Splatformer,0.3,0.1691378355026245
U-Net,0.3,0.4505254161213364
IDW,0.4,0.31261946740567853
Kriging,0.4,0.5179922550407782
Ensemble,0.4,0.29644653660139075
U-Net,0.4,0.46916822611266606
Splatformer,0.4,0.36703991889953613
U-Net,0.4,0.46916822611266606
IDW,0.4,0.328753622241276
Kriging,0.4,0.5101900508612023
Ensemble,0.4,0.41372329711184036
U-Net,0.4,0.36317628075914643
Splatformer,0.4,0.3040054440498352
U-Net,0.4,0.36317628075914643
IDW,0.4,0.3716147460463489
Kriging,0.4,0.5143469669490452
Ensemble,0.4,0.33330511229162774
U-Net,0.4,0.5608566938523831
Splatformer,0.4,0.2544447183609009
U-Net,0.4,0.5608566938523831
IDW,0.4,0.34483562607495327
