Method,Test Size,MAE
IDW,0.1,0.2850435354994103
Kriging,0.1,0.3664878366320606
Ensemble,0.1,0.1975876766905462
U-Net,0.1,5.468785104331963
Splatformer,0.1,0.8196854591369629
U-Net,0.1,5.468785104331963
IDW,0.1,0.2885651432355788
Kriging,0.1,0.4486222014961985
Ensemble,0.1,0.23084280138054866
U-Net,0.1,1.0475237799233215
Splatformer,0.1,1.0442569255828857
U-Net,0.1,1.0475237799233215
IDW,0.1,0.2209037456433213
Kriging,0.1,0.48730358617747327
Ensemble,0.1,0.22758545463974486
U-Net,0.1,0.6311339003346057
Splatformer,0.1,0.558289110660553
U-Net,0.1,0.6311339003346057
IDW,0.1,0.3477765456775336
Kriging,0.1,0.5942687570884442
Ensemble,0.1,0.3676025588047343
U-Net,0.1,0.6487698996296596
Splatformer,0.1,1.3687232732772827
U-Net,0.1,0.6487698996296596
IDW,0.1,0.24332866236631565
Kriging,0.1,0.491310285667934
Ensemble,0.1,0.23042821284653245
U-Net,0.1,0.5625758767160044
Splatformer,0.1,0.5809563398361206
U-Net,0.1,0.5625758767160044
IDW,0.2,0.24959716946022326
Kriging,0.2,0.4848484551184386
Ensemble,0.2,0.21918921364440222
U-Net,0.2,0.556018451987583
Splatformer,0.2,0.7209537029266357
U-Net,0.2,0.556018451987583
IDW,0.2,0.25545676061012523
Kriging,0.2,0.45593355814261494
Ensemble,0.2,0.24446630882609616
U-Net,0.2,0.695940394607708
Splatformer,0.2,0.9218066334724426
U-Net,0.2,0.695940394607708
IDW,0.2,0.3335199628135032
Kriging,0.2,0.5173058207300789
Ensemble,0.2,0.30092417464200255
U-Net,0.2,0.38959971737849297
Splatformer,0.2,1.0605958700180054
U-Net,0.2,0.38959971737849297
IDW,0.2,0.24063143446989657
Kriging,0.2,0.49837288657717194
Ensemble,0.2,0.3075286437681804
U-Net,0.2,0.6239266815556137
Splatformer,0.2,0.4976506233215332
U-Net,0.2,0.6239266815556137
IDW,0.2,0.35928913685409725
Kriging,0.2,0.4812175396794349
Ensemble,0.2,0.27936293369605575
U-Net,0.2,1.3390654651758225
Splatformer,0.2,0.6100491881370544
U-Net,0.2,1.3390654651758225
IDW,0.3,0.3540913009141398
Kriging,0.3,0.4839446090890452
Ensemble,0.3,0.3474194675235807
U-Net,0.3,0.38735223025070376
Splatformer,0.3,0.9759932160377502
U-Net,0.3,0.38735223025070376
IDW,0.3,0.2899820404338928
Kriging,0.3,0.44346535710331403
Ensemble,0.3,0.2693833907425718
U-Net,0.3,0.6229895280571752
Splatformer,0.3,0.6209681630134583
U-Net,0.3,0.6229895280571752
IDW,0.3,0.3063755862763078
Kriging,0.3,0.46714693735612983
Ensemble,0.3,0.2722644282388061
U-Net,0.3,0.6264888482794434
Splatformer,0.3,0.764200747013092
U-Net,0.3,0.6264888482794434
IDW,0.3,0.2855952276147353
Kriging,0.3,0.5131536423314602
Ensemble,0.3,0.29739766922584976
U-Net,0.3,0.8842939133110819
Splatformer,0.3,0.659417450428009
U-Net,0.3,0.8842939133110819
IDW,0.3,0.30593562015662934
Kriging,0.3,0.47551000484609846
Ensemble,0.3,0.26494188248219336
U-Net,0.3,0.6322932656024911
Splatformer,0.3,0.9839415550231934
U-Net,0.3,0.6322932656024911
IDW,0.4,0.37101622399769524
Kriging,0.4,0.4622141205822703
Ensemble,0.4,0.32032610860779864
U-Net,0.4,0.4780396930761953
Splatformer,0.4,0.8618109822273254
U-Net,0.4,0.4780396930761953
IDW,0.4,0.34483562607495327
Kriging,0.4,0.48094608093264446
Ensemble,0.4,0.3593241131205873
U-Net,0.4,0.40086450061416656
Splatformer,0.4,1.3123835325241089
U-Net,0.4,0.40086450061416656
IDW,0.4,0.312637265768328
Kriging,0.4,0.49943154618533997
Ensemble,0.4,0.3282788294441253
U-Net,0.4,0.6959813232367928
Splatformer,0.4,1.1802282333374023
U-Net,0.4,0.6959813232367928
IDW,0.4,0.3535111609915532
Kriging,0.4,0.5538720631730569
Ensemble,0.4,0.36502579575634736
U-Net,0.4,0.5108903099986024
Splatformer,0.4,1.250032901763916
U-Net,0.4,0.5108903099986024
IDW,0.4,0.3228491985564334
Kriging,0.4,0.4924146097448567
Ensemble,0.4,0.3270902338273757
U-Net,0.4,0.3870239557989656
Splatformer,0.4,0.9940364956855774
U-Net,0.4,0.3870239557989656
IDW,0.5,0.35995958856197413
Kriging,0.5,0.4716759502729636
Ensemble,0.5,0.3553232847947482
U-Net,0.5,0.44306534726126745
Splatformer,0.5,0.7079197764396667
U-Net,0.5,0.44306534726126745
IDW,0.5,0.36591787072169396
Kriging,0.5,0.48942042790887436
Ensemble,0.5,0.35678434702239153
U-Net,0.5,0.44395657972814967
Splatformer,0.5,0.7522649765014648
U-Net,0.5,0.44395657972814967
IDW,0.5,0.31166497075454636
Kriging,0.5,0.48735283130362855
Ensemble,0.5,0.3356861352474288
U-Net,0.5,0.4300860560772034
Splatformer,0.5,1.1838488578796387
U-Net,0.5,0.4300860560772034
IDW,0.5,0.3605534057800804
Kriging,0.5,0.5090479409301153
Ensemble,0.5,0.37361429189377543
U-Net,0.5,0.4602222191775719
Splatformer,0.5,1.0425053834915161
U-Net,0.5,0.4602222191775719
IDW,0.5,0.3607957110722023
Kriging,0.5,0.49170157685179955
Ensemble,0.5,0.3540939953146286
U-Net,0.5,0.48603407923363856
Splatformer,0.5,0.7500474452972412
U-Net,0.5,0.48603407923363856
