Method,Test Size,MAE
IDW,0.1,0.2885651432355788
Kriging,0.1,0.4486222014961985
Ensemble,0.1,0.23084280138054866
U-Net,0.1,1.0527343478217415
Splatformer,0.1,0.42648398876190186
U-Net,0.1,1.0527343478217415
IDW,0.2,0.30234497127893434
Kriging,0.2,0.5249390822633935
Ensemble,0.2,0.30706011038391673
U-Net,0.2,0.6439418903623162
Splatformer,0.2,0.4055834710597992
U-Net,0.2,0.6439418903623162
IDW,0.3,0.29051697263822673
Kriging,0.3,0.481663562588556
Ensemble,0.3,0.27979990856485176
U-Net,0.3,0.45476340077688093
Splatformer,0.3,0.3238706886768341
U-Net,0.3,0.45476340077688093
IDW,0.4,0.33386276008778276
Kriging,0.4,0.5026502327084096
Ensemble,0.4,0.31578262397913076
U-Net,0.4,0.6333328702051905
Splatformer,0.4,0.6533739566802979
U-Net,0.4,0.6333328702051905
IDW,0.5,0.3268078592491267
Kriging,0.5,0.46473240474424277
Ensemble,0.5,0.33743645842388154
U-Net,0.5,0.4074870475209059
Splatformer,0.5,0.39166757464408875
U-Net,0.5,0.4074870475209059
