Method,Test Size,MAE
IDW,0.1,0.4577463709526086
Kriging,0.1,0.3756311598182149
Ensemble,0.1,0.827358962555556
U-Net,0.1,0.2188524825197668
Splatformer,0.1,0.2932497262954712
U-Net,0.1,0.2188524825197668
IDW,0.1,0.9462883062213968
Kriging,0.1,0.73665398189984
Ensemble,0.1,0.8202086494762214
U-Net,0.1,4.246868833962517
Splatformer,0.1,0.4797298014163971
U-Net,0.1,4.246868833962517
IDW,0.1,0.44016545616920527
Kriging,0.1,0.5158543899815704
Ensemble,0.1,0.6434739167307894
U-Net,0.1,8.59699039175204
Splatformer,0.1,0.6152464151382446
U-Net,0.1,8.59699039175204
IDW,0.1,0.5794613498771773
Kriging,0.1,0.6496911966763054
Ensemble,0.1,0.5652081347411557
U-Net,0.1,0.9539404380614918
Splatformer,0.1,0.21318261325359344
U-Net,0.1,0.9539404380614918
IDW,0.1,0.19046297685222846
Kriging,0.1,0.37332199976759856
Ensemble,0.1,0.3912399257216942
U-Net,0.1,0.4404084092071205
Splatformer,0.1,0.33147668838500977
U-Net,0.1,0.4404084092071205
IDW,0.1,0.8964217939772609
Kriging,0.1,0.7203748348103033
Ensemble,0.1,0.8910320479633468
U-Net,0.1,0.3332851491297573
Splatformer,0.1,0.4023432731628418
U-Net,0.1,0.3332851491297573
IDW,0.1,0.5103148997673601
Kriging,0.1,0.5402372070717341
Ensemble,0.1,0.5044045146216001
U-Net,0.1,0.2800949063899692
Splatformer,0.1,0.2082398533821106
U-Net,0.1,0.2800949063899692
IDW,0.1,0.31536700379936483
Kriging,0.1,0.47559791953651187
Ensemble,0.1,0.39987760844811393
U-Net,0.1,0.41817239946086787
Splatformer,0.1,0.3014361262321472
U-Net,0.1,0.41817239946086787
IDW,0.1,0.394174480943856
Kriging,0.1,0.46370293213205194
Ensemble,0.1,0.45469607852367555
U-Net,0.1,0.42544802442142954
Splatformer,0.1,0.30975720286369324
U-Net,0.1,0.42544802442142954
IDW,0.1,1.1845181417536281
Kriging,0.1,0.7680929241587238
Ensemble,0.1,1.1568734800916367
U-Net,0.1,3.974244387007717
Splatformer,0.1,0.3537747859954834
U-Net,0.1,3.974244387007717
IDW,0.1,0.39927579617271713
Kriging,0.1,0.2942185763879518
Ensemble,0.1,0.3444222988067923
U-Net,0.1,0.38474465166643323
Splatformer,0.1,0.3247489333152771
U-Net,0.1,0.38474465166643323
IDW,0.1,0.42095826593446906
Kriging,0.1,0.5118091275707685
Ensemble,0.1,0.38850121228735723
U-Net,0.1,0.4452116093009548
Splatformer,0.1,0.21438004076480865
U-Net,0.1,0.4452116093009548
IDW,0.1,0.7417723887158449
Kriging,0.1,0.5815786347952566
Ensemble,0.1,0.8164112727085799
U-Net,0.1,0.3978479323203148
Splatformer,0.1,0.26999619603157043
U-Net,0.1,0.3978479323203148
IDW,0.1,0.6603605611750837
Kriging,0.1,0.7235592120300588
Ensemble,0.1,0.5361457157650099
U-Net,0.1,1.780438769776191
Splatformer,0.1,0.35012325644493103
U-Net,0.1,1.780438769776191
IDW,0.1,0.6068256317435545
Kriging,0.1,0.6320263443262826
Ensemble,0.1,0.5283373983950556
U-Net,0.1,0.4714686750889148
Splatformer,0.1,0.5245756506919861
U-Net,0.1,0.4714686750889148
IDW,0.2,0.5058991233878474
Kriging,0.2,0.5780033628545611
Ensemble,0.2,0.5283241625198775
U-Net,0.2,0.37960111344211145
Splatformer,0.2,0.17430971562862396
U-Net,0.2,0.37960111344211145
IDW,0.2,0.6108419757251955
Kriging,0.2,0.5976374040297303
Ensemble,0.2,0.6484654083677935
U-Net,0.2,1.207005980341625
Splatformer,0.2,0.4357061982154846
U-Net,0.2,1.207005980341625
IDW,0.2,0.6356947408963396
Kriging,0.2,0.5650493851734861
Ensemble,0.2,0.6952658188378069
U-Net,0.2,6.989125113218094
Splatformer,0.2,0.2134227156639099
U-Net,0.2,6.989125113218094
IDW,0.2,0.9267166040518972
Kriging,0.2,0.71654374579998
Ensemble,0.2,0.6595817936533455
U-Net,0.2,1.030883012730179
Splatformer,0.2,0.3789348602294922
U-Net,0.2,1.030883012730179
IDW,0.2,0.3536176383236199
Kriging,0.2,0.3922327804560711
Ensemble,0.2,0.6536795697457565
U-Net,0.2,0.6391164635065698
Splatformer,0.2,0.3979809582233429
U-Net,0.2,0.6391164635065698
IDW,0.2,0.6373075491296761
Kriging,0.2,0.5952358250022188
Ensemble,0.2,0.6674977448090962
U-Net,0.2,2.406387764406829
Splatformer,0.2,0.3066519796848297
U-Net,0.2,2.406387764406829
IDW,0.2,0.5678286348889178
Kriging,0.2,0.5215063954748889
Ensemble,0.2,0.4688448547403529
U-Net,0.2,0.442555826428703
Splatformer,0.2,0.3851064145565033
U-Net,0.2,0.442555826428703
IDW,0.2,0.6349821526600274
Kriging,0.2,0.6212445499136571
Ensemble,0.2,0.5375606629295258
U-Net,0.2,0.37584599792227313
Splatformer,0.2,0.2730049192905426
U-Net,0.2,0.37584599792227313
IDW,0.2,0.5062403489681118
Kriging,0.2,0.5309559228716275
Ensemble,0.2,0.4552230002492651
U-Net,0.2,0.8348368539701454
Splatformer,0.2,0.30887895822525024
U-Net,0.2,0.8348368539701454
IDW,0.2,0.47012261571461966
Kriging,0.2,0.5019163468336327
Ensemble,0.2,0.5525668047044611
U-Net,0.2,1.5824592989911332
Splatformer,0.2,0.42774149775505066
U-Net,0.2,1.5824592989911332
IDW,0.2,0.6673677229757417
Kriging,0.2,0.5032197429678524
Ensemble,0.2,0.5819134488569602
U-Net,0.2,0.34247316255712273
Splatformer,0.2,0.23085756599903107
U-Net,0.2,0.34247316255712273
IDW,0.2,0.5839013596832436
Kriging,0.2,0.678635833086301
Ensemble,0.2,0.6798398792461158
U-Net,0.2,0.5769006466850133
Splatformer,0.2,0.2271919995546341
U-Net,0.2,0.5769006466850133
IDW,0.2,0.5094853158045355
Kriging,0.2,0.4810789233489197
Ensemble,0.2,0.5924604806737608
U-Net,0.2,0.46174055293221516
Splatformer,0.2,0.23053209483623505
U-Net,0.2,0.46174055293221516
IDW,0.2,0.4478458754051678
Kriging,0.2,0.4917416688662004
Ensemble,0.2,0.34529522338707735
U-Net,0.2,0.5549143027288146
Splatformer,0.2,0.410750150680542
U-Net,0.2,0.5549143027288146
IDW,0.2,0.6221540897654703
Kriging,0.2,0.644650762130453
Ensemble,0.2,0.5442009686848843
U-Net,0.2,1.7665148854560508
Splatformer,0.2,0.42833879590034485
U-Net,0.2,1.7665148854560508
IDW,0.3,0.579407040462809
Kriging,0.3,0.5881888358392576
Ensemble,0.3,0.6021916371041699
U-Net,0.3,1.0706307231426122
Splatformer,0.3,0.555380642414093
U-Net,0.3,1.0706307231426122
IDW,0.3,0.6411316587573505
Kriging,0.3,0.5681963307041997
Ensemble,0.3,0.6446972585246845
U-Net,0.3,0.5767594403957974
Splatformer,0.3,0.22517924010753632
U-Net,0.3,0.5767594403957974
IDW,0.3,0.6826575971200133
Kriging,0.3,0.7206974288057882
Ensemble,0.3,0.8184775050796231
U-Net,0.3,1.0258197252310226
Splatformer,0.3,0.29197070002555847
U-Net,0.3,1.0258197252310226
IDW,0.3,0.5648036256571534
Kriging,0.3,0.5972223086597663
Ensemble,0.3,0.5367124008964025
U-Net,0.3,1.3482414778294334
Splatformer,0.3,0.38021790981292725
U-Net,0.3,1.3482414778294334
IDW,0.3,0.6929840977513803
Kriging,0.3,0.6063741799568578
Ensemble,0.3,0.6379693337358926
U-Net,0.3,1.6162854967194795
Splatformer,0.3,0.24526773393154144
U-Net,0.3,1.6162854967194795
IDW,0.3,0.735909627241867
Kriging,0.3,0.5938247637810558
Ensemble,0.3,0.6692195707556706
U-Net,0.3,0.7392877825149493
Splatformer,0.3,0.31992101669311523
U-Net,0.3,0.7392877825149493
IDW,0.3,0.5573941992118997
Kriging,0.3,0.5166130118041098
Ensemble,0.3,0.6278647965376031
U-Net,0.3,0.41554676968906074
Splatformer,0.3,0.19143958389759064
U-Net,0.3,0.41554676968906074
IDW,0.3,0.6102143006788079
Kriging,0.3,0.5693280096562826
Ensemble,0.3,0.6499703884132007
U-Net,0.3,0.46904781422924025
Splatformer,0.3,0.23814788460731506
U-Net,0.3,0.46904781422924025
IDW,0.3,0.4948168433478731
Kriging,0.3,0.3484883278959405
Ensemble,0.3,0.40415621231109344
U-Net,0.3,0.5014585354271207
Splatformer,0.3,0.40883898735046387
U-Net,0.3,0.5014585354271207
IDW,0.3,0.4550491170731648
Kriging,0.3,0.5161177651248678
Ensemble,0.3,0.5031983121560726
U-Net,0.3,0.4543366920615269
Splatformer,0.3,0.17962844669818878
U-Net,0.3,0.4543366920615269
IDW,0.3,0.6052353049767887
Kriging,0.3,0.5844152827726857
Ensemble,0.3,0.6640109489028433
U-Net,0.3,0.8861717355621768
Splatformer,0.3,0.34255388379096985
U-Net,0.3,0.8861717355621768
IDW,0.3,0.7890172545141565
Kriging,0.3,0.6611383347642406
Ensemble,0.3,0.8869829380879823
U-Net,0.3,3.5993605074354527
Splatformer,0.3,0.27190935611724854
U-Net,0.3,3.5993605074354527
IDW,0.3,0.7907348780912966
Kriging,0.3,0.7350657777789478
Ensemble,0.3,0.6134318677222348
U-Net,0.3,2.730742312572491
Splatformer,0.3,0.268222451210022
U-Net,0.3,2.730742312572491
IDW,0.3,0.6738268234443039
Kriging,0.3,0.7322324521733351
Ensemble,0.3,0.6041810117735147
U-Net,0.3,0.8212002357603594
Splatformer,0.3,0.312682569026947
U-Net,0.3,0.8212002357603594
IDW,0.3,0.7733411477123169
Kriging,0.3,0.627823342523201
Ensemble,0.3,0.6977287932819256
U-Net,0.3,3.8305738619160623
Splatformer,0.3,0.37632784247398376
U-Net,0.3,3.8305738619160623
IDW,0.4,0.7040030942599448
Kriging,0.4,0.9855925257146666
Ensemble,0.4,0.5458624541845275
U-Net,0.4,0.3563200715156809
Splatformer,0.4,0.2999476194381714
U-Net,0.4,0.3563200715156809
IDW,0.4,0.6649345972340613
Kriging,0.4,0.7254752039680774
Ensemble,0.4,0.5987283124060165
U-Net,0.4,1.1898128905773224
Splatformer,0.4,0.26151835918426514
U-Net,0.4,1.1898128905773224
IDW,0.4,0.5567350124309903
