Method,Test Size,MAE
IDW,0.1,0.2885651432355788
Kriging,0.1,0.4486222014961985
Ensemble,0.1,0.23084280138054866
U-Net,0.1,1.0070291147751147
Splatformer,0.1,1.6719038486480713
U-Net,0.1,1.0070291147751147
IDW,0.1,0.2885651432355788
Kriging,0.1,0.4486222014961985
Ensemble,0.1,0.23084280138054866
U-Net,0.1,1.038359095110695
Splatformer,0.1,1.8439013957977295
U-Net,0.1,1.038359095110695
IDW,0.2,0.2945373431998977
Kriging,0.2,0.45115334970218546
Ensemble,0.2,0.2520616973759459
U-Net,0.2,0.759075370234744
Splatformer,0.2,0.8188648819923401
U-Net,0.2,0.759075370234744
IDW,0.2,0.2945373431998977
Kriging,0.2,0.45115334970218546
Ensemble,0.2,0.2520616973759459
U-Net,0.2,0.7149596421167344
Splatformer,0.2,0.48932209610939026
U-Net,0.2,0.7149596421167344
IDW,0.3,0.28291790478812656
Kriging,0.3,0.45948341446933877
Ensemble,0.3,0.25622291782759943
U-Net,0.3,0.6687745198890914
Splatformer,0.3,2.0699164867401123
U-Net,0.3,0.6687745198890914
IDW,0.3,0.28291790478812656
Kriging,0.3,0.45948341446933877
Ensemble,0.3,0.25622291782759943
U-Net,0.3,0.674015287874411
Splatformer,0.3,0.7771981358528137
U-Net,0.3,0.674015287874411
IDW,0.4,0.3077728392678662
Kriging,0.4,0.5095631562367333
Ensemble,0.4,0.31019829718789294
U-Net,0.4,0.4741438630600893
Splatformer,0.4,1.6823852062225342
U-Net,0.4,0.4741438630600893
IDW,0.4,0.3077728392678662
Kriging,0.4,0.5095631562367333
Ensemble,0.4,0.31019829718789294
U-Net,0.4,0.45328417012658057
Splatformer,0.4,0.9456779360771179
U-Net,0.4,0.45328417012658057
IDW,0.5,0.31166497075454636
Kriging,0.5,0.48735283130362855
Ensemble,0.5,0.3356861352474288
U-Net,0.5,0.39387659988987056
Splatformer,0.5,0.602929949760437
U-Net,0.5,0.39387659988987056
IDW,0.5,0.31166497075454636
Kriging,0.5,0.48735283130362855
Ensemble,0.5,0.3356861352474288
U-Net,0.5,0.4419598250239957
Splatformer,0.5,0.7671065330505371
U-Net,0.5,0.4419598250239957
