Method,Test Size,MAE
IDW,0.1,117.69636647605058
Kriging,0.1,94.85524555381679
U-Net,0.1,0.8602152501110512
Ensemble,0.1,82.1288605796386
U-Net,0.1,0.8602152501110512
Splatformer,0.1,0.8850014805793762
IDW,0.2,117.73535058050922
Kriging,0.2,94.88246705196055
U-Net,0.2,0.4262333125961483
Ensemble,0.2,82.03412447063211
U-Net,0.2,0.4262333125961483
Splatformer,0.2,1.3728748559951782
IDW,0.3,117.61734632945361
Kriging,0.3,94.76969227393641
U-Net,0.3,0.6360266426568365
Ensemble,0.3,82.03666493652919
U-Net,0.3,0.6360266426568365
Splatformer,0.3,1.186989188194275
IDW,0.4,117.84928288489503
Kriging,0.4,95.00530541925859
U-Net,0.4,0.6109847062454729
Ensemble,0.4,82.22256412424393
U-Net,0.4,0.6109847062454729
Splatformer,0.4,1.3500596284866333
IDW,0.5,117.78968183664307
Kriging,0.5,94.94706580027398
U-Net,0.5,0.43330496995849943
Ensemble,0.5,82.16127777597848
U-Net,0.5,0.43330496995849943
Splatformer,0.5,0.8808339834213257
