Method,Test Size,MAE
IDW,0.1,0.5811737056193974
Kriging,0.1,0.7056296252444392
Ensemble,0.1,0.6924464633258817
U-Net,0.1,0.40822886792463076
Splatformer,0.1,0.7293744683265686
U-Net,0.1,0.40822886792463076
IDW,0.1,0.6665987662612213
Kriging,0.1,0.6256551598447566
Ensemble,0.1,0.6938455770011004
U-Net,0.1,0.5019080043129274
Splatformer,0.1,0.496499627828598
U-Net,0.1,0.5019080043129274
IDW,0.1,0.7337097097547768
Kriging,0.1,0.6083726734227999
Ensemble,0.1,0.7400445974510754
U-Net,0.1,0.3981833365209688
Splatformer,0.1,0.4495674967765808
U-Net,0.1,0.3981833365209688
IDW,0.1,0.44701374210927325
Kriging,0.1,0.5128874335926726
Ensemble,0.1,0.4953291247940624
U-Net,0.1,0.1648087036762963
Splatformer,0.1,0.5168251395225525
U-Net,0.1,0.1648087036762963
IDW,0.1,0.4017199482650111
Kriging,0.1,0.45278582196985856
Ensemble,0.1,0.5587725038058508
U-Net,0.1,0.4155977178468484
Splatformer,0.1,0.33655065298080444
U-Net,0.1,0.4155977178468484
IDW,0.2,0.5471619796095596
Kriging,0.2,0.5383388388028812
Ensemble,0.2,0.3958776246852918
U-Net,0.2,0.7295545669458182
Splatformer,0.2,0.43717849254608154
U-Net,0.2,0.7295545669458182
IDW,0.2,0.5079591052142138
Kriging,0.2,0.42831718656231654
Ensemble,0.2,0.7183929129079287
U-Net,0.2,0.3549609531705268
Splatformer,0.2,0.45992186665534973
U-Net,0.2,0.3549609531705268
IDW,0.2,0.5824427225299359
Kriging,0.2,0.6362665907130031
Ensemble,0.2,0.4382624473374541
U-Net,0.2,0.5446271074856925
Splatformer,0.2,0.3988330662250519
U-Net,0.2,0.5446271074856925
IDW,0.2,0.434783043824906
Kriging,0.2,0.49867727566347253
Ensemble,0.2,0.5140656368290812
U-Net,0.2,0.3248526666409808
Splatformer,0.2,0.5147411823272705
U-Net,0.2,0.3248526666409808
IDW,0.2,0.46820041840035287
Kriging,0.2,0.5134985999367291
Ensemble,0.2,0.39495243153606446
U-Net,0.2,0.4866307269808271
Splatformer,0.2,0.5624017119407654
U-Net,0.2,0.4866307269808271
IDW,0.3,0.6266502875664678
Kriging,0.3,0.6197647246184067
Ensemble,0.3,0.5622991244814416
U-Net,0.3,0.5491824231329643
Splatformer,0.3,0.40248382091522217
U-Net,0.3,0.5491824231329643
IDW,0.3,0.5228792747380813
Kriging,0.3,0.5208443280705509
Ensemble,0.3,0.4266757907310775
U-Net,0.3,1.1118413250517525
Splatformer,0.3,0.4560387134552002
U-Net,0.3,1.1118413250517525
IDW,0.3,0.5181843825581057
Kriging,0.3,0.4908515600631535
Ensemble,0.3,0.4812271611074021
U-Net,0.3,0.6827210188937957
Splatformer,0.3,0.4309435188770294
U-Net,0.3,0.6827210188937957
IDW,0.3,0.630636457073017
Kriging,0.3,0.6595553208961922
Ensemble,0.3,0.7441564352504049
U-Net,0.3,0.5902539860226608
Splatformer,0.3,0.47118350863456726
U-Net,0.3,0.5902539860226608
IDW,0.3,0.5689844151791711
Kriging,0.3,0.6449270273062746
Ensemble,0.3,0.8330114951778583
U-Net,0.3,2.9485584704384786
Splatformer,0.3,0.6280169486999512
U-Net,0.3,2.9485584704384786
IDW,0.4,0.6311827598396613
Kriging,0.4,0.7080742474428222
Ensemble,0.4,0.7381273285130451
U-Net,0.4,0.8224112454216049
Splatformer,0.4,0.7541372776031494
U-Net,0.4,0.8224112454216049
IDW,0.4,0.6231877137914394
Kriging,0.4,0.7199191624821069
Ensemble,0.4,0.6505814509482669
U-Net,0.4,0.6404097627718135
Splatformer,0.4,0.476269394159317
U-Net,0.4,0.6404097627718135
IDW,0.4,0.5721462242577379
Kriging,0.4,0.6194056328711898
Ensemble,0.4,0.5603577948509907
U-Net,0.4,0.7200882775867224
Splatformer,0.4,0.5080366134643555
U-Net,0.4,0.7200882775867224
IDW,0.4,0.6213779750828239
Kriging,0.4,0.7018298524904882
Ensemble,0.4,0.6201064120928355
U-Net,0.4,0.6688666090356556
Splatformer,0.4,0.6626150012016296
U-Net,0.4,0.6688666090356556
IDW,0.4,0.6330040862469474
Kriging,0.4,0.5403324409277307
Ensemble,0.4,0.5981995100348422
U-Net,0.4,0.819616774398572
Splatformer,0.4,0.41744622588157654
U-Net,0.4,0.819616774398572
IDW,0.5,0.6583835403635133
Kriging,0.5,0.6303204138769204
Ensemble,0.5,0.5996204833630395
U-Net,0.5,0.44417200872891527
Splatformer,0.5,0.4137449562549591
U-Net,0.5,0.44417200872891527
IDW,0.5,0.5959368714260276
Kriging,0.5,0.7225901472050437
Ensemble,0.5,0.6805348207663093
U-Net,0.5,1.5021786048956103
Splatformer,0.5,0.6045107841491699
U-Net,0.5,1.5021786048956103
IDW,0.5,0.6022050047062152
Kriging,0.5,0.8118528593432713
Ensemble,0.5,0.6467708152335275
U-Net,0.5,0.448775228695828
Splatformer,0.5,0.6297217011451721
U-Net,0.5,0.448775228695828
IDW,0.5,0.6322859049690472
Kriging,0.5,0.628474701232115
Ensemble,0.5,0.6838922149128849
U-Net,0.5,0.526658577637908
Splatformer,0.5,0.6744855642318726
U-Net,0.5,0.526658577637908
IDW,0.5,0.6736611450907486
Kriging,0.5,0.5944313435103001
Ensemble,0.5,0.7199716034602835
U-Net,0.5,0.5643042180286872
Splatformer,0.5,0.3436501920223236
U-Net,0.5,0.5643042180286872
